ab｜복근,종류,수준
part｜부분,낱말,
pass｜통과하다,낱말,
past｜과거,낱말,
path｜길,낱말,
pave｜포장하다,낱말,
peak｜정상,낱말,
peel｜껍질벗기다,낱말,
peer｜동료,낱말,
pick｜고르다,낱말,
pile｜더미,낱말,
pill｜알약,낱말,
pine｜소나무,낱말,
pink｜분홍,낱말,
pipe｜파이프,낱말,
plan｜계획,낱말,
play｜놀다,낱말,
plea｜탄원,낱말,
plod｜터벅걷다,낱말,
plot｜음모/줄거리,낱말,
plow｜쟁기,낱말,
plug｜플러그,낱말,
plus｜더하기,낱말,
poem｜시,낱말,
poet｜시인,낱말,
pole｜기둥,낱말,
poll｜투표,낱말,
pond｜연못,낱말,
pony｜조랑말,낱말,
pool｜수영장,낱말,
poor｜가난한,낱말,
pore｜모공,낱말,
port｜항구,낱말,
pose｜자세,낱말,
post｜게시물,낱말,
pour｜붓다,낱말,
pray｜기도하다,낱말,
prey｜먹이,낱말,
prop｜소품,낱말,
pull｜당기다,낱말,
pump｜펌프,낱말,
pure｜순수한,낱말,
push｜밀다,낱말,
quit｜그만두다,낱말,
quiz｜퀴즈,낱말,
race｜경주,낱말,
rack｜선반,낱말,
rage｜분노,낱말,
raid｜습격,낱말,
rail｜난간,낱말,
rain｜비,낱말,
rake｜갈퀴,낱말,
ramp｜경사로,낱말,
rank｜순위,낱말,
rape｜강간,낱말,
rare｜드문,낱말,
rash｜발진/성급한,낱말,
rate｜비율,낱말,
read｜읽다,낱말,
real｜진짜,낱말,
reap｜수확하다,낱말,
rear｜뒤,낱말,
reel｜릴,낱말,
rely｜의존하다,낱말,
rent｜임대,낱말,
rest｜쉬다,낱말,
rice｜쌀,낱말,
rich｜부유한,낱말,
ride｜타다,낱말,
ring｜반지,낱말,
riot｜폭동,낱말,
rise｜오르다,낱말,
risk｜위험,낱말,
road｜도로,낱말,
roam｜돌아다니다,낱말,
roar｜포효하다,낱말,
rock｜바위,낱말,
role｜역할,낱말,
roll｜굴리다,낱말,
roof｜지붕,낱말,
room｜방,낱말,
root｜뿌리,낱말,
rope｜밧줄,낱말,
rose｜장미,낱말,
ruin｜폐허,낱말,
rule｜규칙,낱말,
rush｜서두르다,낱말,
rust｜녹,낱말,
safe｜안전한,낱말,
sage｜현명한,낱말,
said｜말했다,낱말,
sail｜항해하다,낱말,
sake｜위해서,낱말,
sale｜판매,낱말,
salt｜소금,낱말,
same｜같은,낱말,
sand｜모래,낱말,
sane｜제정신인,낱말,
sang｜노래했다,낱말,
save｜저장하다,낱말,
scan｜스캔하다,낱말,
scar｜흉터,낱말,
seal｜물개/봉인,낱말,
seam｜솔기,낱말,
seat｜좌석,낱말,
seed｜씨앗,낱말,
seek｜찾다,낱말,
seen｜보였다,낱말,
self｜자아,낱말,
sell｜팔다,낱말,
send｜보내다,낱말,
shed｜헛간/흘리다,낱말,
ship｜배,낱말,
shoe｜신발,낱말,
shop｜가게,낱말,
shot｜발사,낱말,
show｜보여주다,낱말,
shut｜닫다,낱말,
sick｜아픈,낱말,
side｜옆,낱말,
sigh｜한숨,낱말,
silk｜비단,낱말,
sing｜노래하다,낱말,
sink｜싱크대,낱말,
site｜장소,낱말,
size｜크기,낱말,
skin｜피부,낱말,
skip｜건너뛰다,낱말,
slam｜쾅닫다,낱말,
slap｜때리다,낱말,
slim｜날씬한,낱말,
slip｜미끄러지다,낱말,
slow｜느린,낱말,
slug｜민달팽이,낱말,
smug｜잘난체하는,낱말,
snap｜찰칵,낱말,
snow｜눈,낱말,
soap｜비누,낱말,
soar｜솟아오르다,낱말,
sock｜양말,낱말,
soft｜부드러운,낱말,
soil｜흙,낱말,
sold｜팔렸다,낱말,
sole｜유일한,낱말,
some｜약간의,낱말,
song｜노래,낱말,
soon｜곧,낱말,
sore｜아픈,낱말,
sort｜분류하다,낱말,
soul｜영혼,낱말,
soup｜수프,낱말,
sour｜신,낱말,
span｜범위,낱말,
spin｜돌다,낱말,
spit｜뱉다,낱말,
spot｜장소/발견하다,낱말,
spur｜박차,낱말,
star｜별,낱말,
stay｜머물다,낱말,
stem｜줄기,낱말,
step｜걸음,낱말,
stir｜젓다,낱말,
stop｜멈추다,낱말,
stun｜기절시키다,낱말,
such｜그런,낱말,
suit｜정장,낱말,
sure｜확실한,낱말,
surf｜서핑하다,낱말,
swan｜백조,낱말,
swap｜교환하다,낱말,
swim｜수영하다,낱말,
tail｜꼬리,낱말,
take｜취하다,낱말,
tale｜이야기,낱말,
talk｜이야기하다,낱말,
tall｜키큰,낱말,
tame｜길들이다,낱말,
tank｜탱크,낱말,
tape｜테이프,낱말,
task｜과제,낱말,
team｜팀,낱말,
tear｜눈물/찢다,낱말,
tell｜말하다,낱말,
tent｜텐트,낱말,
term｜용어,낱말,
test｜시험,낱말,
that｜그것,낱말,
them｜그들을,낱말,
then｜그때,낱말,
they｜그들,낱말,
thin｜얇은,낱말,
this｜이것,낱말,
thou｜너(고어),낱말,
tide｜조류,낱말,
tile｜타일,낱말,
time｜시간,낱말,
tiny｜아주작은,낱말,
tire｜타이어/지치다,낱말,
toad｜두꺼비,낱말,
told｜말했다,낱말,
toll｜통행료,낱말,
tome｜큰책,낱말,
tone｜음조,낱말,
tool｜도구,낱말,
toss｜던지다,낱말,
tour｜여행,낱말,
town｜마을,낱말,
tree｜나무,낱말,
trim｜다듬다,낱말,
trip｜여행,낱말,
true｜진실한,낱말,
tube｜관/튜브,낱말,
tuck｜집어넣다,낱말,
tune｜곡조,낱말,
turn｜돌다,낱말,
tusk｜상아,낱말,
twin｜쌍둥이,낱말,
type｜유형,낱말,
ugly｜못생긴,낱말,
undo｜취소하다,낱말,
unit｜단위,낱말,
urge｜촉구하다,낱말,
used｜사용된,낱말,
user｜사용자,낱말,
vary｜다양하다,낱말,
vast｜광대한,낱말,
veil｜베일,낱말,
verb｜동사,낱말,
very｜매우,낱말,
vest｜조끼,낱말,
view｜전망,낱말,
vine｜포도나무,낱말,
visa｜비자,낱말,
void｜무효의,낱말,
volt｜볼트,낱말,
vote｜투표하다,낱말,
wade｜헤치고가다,낱말,
wage｜임금,낱말,
wait｜기다리다,낱말,
wake｜깨다,낱말,
walk｜걷다,낱말,
wall｜벽,낱말,
want｜원하다,낱말,
ward｜병동,낱말,
warm｜따뜻한,낱말,
warn｜경고하다,낱말,
warp｜휘다,낱말,
wart｜사마귀,낱말,
wash｜씻다,낱말,
wasp｜말벌,낱말,
wave｜파도,낱말,
weak｜약한,낱말,
wear｜입다,낱말,
weed｜잡초,낱말,
week｜주,낱말,
well｜잘/우물,낱말,
went｜갔다,낱말,
were｜있었다,낱말,
what｜무엇,낱말,
when｜언제,낱말,
whom｜누구를,낱말,
wide｜넓은,낱말,
wife｜아내,낱말,
wild｜야생의,낱말,
wind｜바람,낱말,
wine｜와인,낱말,
wing｜날개,낱말,
wink｜윙크,낱말,
wire｜전선,낱말,
wise｜현명한,낱말,
wish｜소원,낱말,
wolf｜늑대,낱말,
wood｜나무,낱말,
wool｜양모,낱말,
word｜단어,낱말,
wore｜입었다,낱말,
work｜일하다,낱말,
worm｜벌레,낱말,
wrap｜포장하다,낱말,
wren｜굴뚝새,낱말,
writ｜영장,낱말,
yard｜마당,낱말,
yarn｜실/이야기,낱말,
year｜해/년,낱말,
yell｜소리치다,낱말,
yoga｜요가,낱말,
yolk｜노른자,낱말,
your｜너의,낱말,
zone｜구역,낱말,
zoom｜줌/확대하다,낱말,
abide｜따르다,낱말,
above｜위에,낱말,
abuse｜남용,낱말,
ached｜아팠다,낱말,
acres｜에이커들,낱말,
acted｜행동했다,낱말,
acute｜급성의,낱말,
adore｜사랑하다,낱말,
adult｜어른,낱말,
after｜후에,낱말,
again｜다시,낱말,
agent｜대리인,낱말,
agree｜동의하다,낱말,
ahead｜앞에,낱말,
aisle｜통로,낱말,
alarm｜경보,낱말,
album｜앨범,낱말,
alert｜경계하다,낱말,
alike｜비슷한,낱말,
alive｜살아있는,낱말,
alley｜골목,낱말,
allow｜허용하다,낱말,
alone｜혼자,낱말,
along｜따라,낱말,
aloud｜소리내어,낱말,
angel｜천사,낱말,
anger｜분노,낱말,
angle｜각도,낱말,
angry｜화난,낱말,
anime｜애니메이션,낱말,
ankle｜발목,낱말,
annex｜부속건물,낱말,
annoy｜짜증나게하다,낱말,
apart｜떨어져,낱말,
apple｜사과,낱말,
apply｜신청하다,낱말,
apron｜앞치마,낱말,
argue｜논쟁하다,낱말,
arise｜일어나다,낱말,
armor｜갑옷,낱말,
aroma｜향기,낱말,
arose｜일어났다,낱말,
array｜배열,낱말,
arrow｜화살,낱말,
arson｜방화,낱말,
aside｜옆에,낱말,
asked｜물었다,낱말,
atlas｜지도책,낱말,
attic｜다락방,낱말,
audio｜오디오,낱말,
audit｜감사,낱말,
aunts｜이모들,낱말,
avoid｜피하다,낱말,
awake｜깨어있는,낱말,
award｜상,낱말,
aware｜인식하는,낱말,
awful｜끔찍한,낱말,
badge｜배지,낱말,
basic｜기본적인,낱말,
basis｜기초,낱말,
beach｜해변,낱말,
beard｜수염,낱말,
beast｜짐승,낱말,
began｜시작했다,낱말,
begin｜시작하다,낱말,
being｜존재,낱말,
belly｜배,낱말,
below｜아래에,낱말,
bench｜벤치,낱말,
berry｜열매,낱말,
birth｜탄생,낱말,
black｜검은,낱말,
blade｜날,낱말,
blame｜비난하다,낱말,
bland｜밋밋한,낱말,
blank｜빈,낱말,
blast｜폭발,낱말,
blaze｜불꽃,낱말,
bleed｜피나다,낱말,
bless｜축복하다,낱말,
blind｜눈먼,낱말,
block｜블록,낱말,
blood｜피,낱말,
bloom｜꽃피다,낱말,
blown｜불려진,낱말,
blues｜블루스,낱말,
blunt｜무딘,낱말,
board｜판자,낱말,
bonus｜보너스,낱말,
booze｜술,낱말,
bored｜지루한,낱말,
bound｜경계,낱말,
brace｜버팀대,낱말,
brain｜뇌,낱말,
brand｜브랜드,낱말,
brave｜용감한,낱말,
bread｜빵,낱말,
break｜부수다,낱말,
brick｜벽돌,낱말,
bride｜신부,낱말,
brief｜간단한,낱말,
bring｜가져오다,낱말,
broke｜깼다,낱말,
brook｜시내,낱말,
brown｜갈색,낱말,
brush｜붓,낱말,
buddy｜친구,낱말,
build｜짓다,낱말,
built｜지었다,낱말,
bulky｜부피큰,낱말,
bully｜괴롭히다,낱말,
bunch｜묶음,낱말,
burst｜터지다,낱말,
buyer｜구매자,낱말,
cabin｜오두막,낱말,
candy｜사탕,낱말,
cargo｜화물,낱말,
carry｜나르다,낱말,
catch｜잡다,낱말,
cause｜원인,낱말,
cease｜멈추다,낱말,
chair｜의자,낱말,
chalk｜분필,낱말,
chaos｜혼돈,낱말,
charm｜매력,낱말,
cheap｜싼,낱말,
cheat｜속이다,낱말,
check｜확인하다,낱말,
cheek｜뺨,낱말,
cheer｜환호,낱말,
chess｜체스,낱말,
chest｜가슴/상자,낱말,
chick｜병아리,낱말,
chief｜수장,낱말,
child｜어린이,낱말,
chili｜칠리,낱말,
chill｜차갑게하다,낱말,
china｜도자기,낱말,
choir｜합창단,낱말,
chunk｜덩어리,낱말,
civic｜시민의,낱말,
civil｜민간의,낱말,
claim｜주장하다,낱말,
clash｜충돌하다,낱말,
class｜수업,낱말,
clean｜깨끗한,낱말,
clear｜명확한,낱말,
clerk｜점원,낱말,
click｜클릭,낱말,
cliff｜절벽,낱말,
climb｜오르다,낱말,
cling｜달라붙다,낱말,
clock｜시계,낱말,
clone｜복제하다,낱말,
close｜닫다,낱말,
cloud｜구름,낱말,
coach｜코치,낱말,
coast｜해안,낱말,
color｜색깔,낱말,
comic｜만화,낱말,
comma｜쉼표,낱말,
coral｜산호,낱말,
couch｜소파,낱말,
could｜할수있었다,낱말,
count｜세다,낱말,
court｜법원/코트,낱말,
cover｜덮다,낱말,
crack｜균열,낱말,
craft｜공예,낱말,
crane｜두루미/기중기,낱말,
crash｜충돌,낱말,
crawl｜기다,낱말,
crazy｜미친,낱말,
cream｜크림,낱말,
creek｜시냇물,낱말,
creep｜기어가다,낱말,
crisp｜바삭한,낱말,
cross｜십자가,낱말,
crowd｜군중,낱말,
crown｜왕관,낱말,
crush｜짓이기다,낱말,
crust｜껍질,낱말,
cubic｜세제곱,낱말,
curve｜곡선,낱말,
cycle｜주기/자전거,낱말,
daily｜매일,낱말,
dairy｜유제품,낱말,
dance｜춤추다,낱말,
datum｜데이터,낱말,
daunt｜위협하다,낱말,
decay｜부패하다,낱말,
decoy｜미끼,낱말,
delay｜지연,낱말,
delve｜파고들다,낱말,
dense｜빽빽한,낱말,
depth｜깊이,낱말,
derby｜경마,낱말,
devil｜악마,낱말,
diary｜일기,낱말,
dirty｜더러운,낱말,
disco｜디스코,낱말,
dizzy｜어지러운,낱말,
dodge｜피하다,낱말,
doing｜하는것,낱말,
dough｜반죽,낱말,
draft｜초안,낱말,
drain｜배수하다,낱말,
drama｜드라마,낱말,
drank｜마셨다,낱말,
drawl｜느릿말하다,낱말,
dream｜꿈,낱말,
dress｜드레스,낱말,
drift｜표류하다,낱말,
drink｜마시다,낱말,
drive｜운전하다,낱말,
drove｜운전했다,낱말,
drown｜익사하다,낱말,
dryer｜건조기,낱말,
eager｜열망하는,낱말,
early｜이른,낱말,
earth｜지구,낱말,
easel｜이젤,낱말,
eight｜여덟,낱말,
elect｜선출하다,낱말,
elite｜엘리트,낱말,
email｜이메일,낱말,
empty｜빈,낱말,
enemy｜적,낱말,
enjoy｜즐기다,낱말,
enter｜들어가다,낱말,
entry｜입장,낱말,
equal｜동등한,낱말,
error｜오류,낱말,
essay｜에세이,낱말,
event｜행사,낱말,
every｜모든,낱말,
exact｜정확한,낱말,
exist｜존재하다,낱말,
extra｜추가의,낱말,
fable｜우화,낱말,
faced｜직면한,낱말,
fairy｜요정,낱말,
faith｜믿음,낱말,
false｜거짓의,낱말,
fancy｜멋진,낱말,
fatal｜치명적인,낱말,
fault｜잘못,낱말,
feast｜잔치,낱말,
fence｜울타리,낱말,
fever｜열,낱말,
fiber｜섬유,낱말,
field｜들판,낱말,
fifth｜다섯번째,낱말,
fifty｜오십,낱말,
fight｜싸우다,낱말,
filed｜제출했다,낱말,
first｜첫번째,낱말,
fixed｜고정된,낱말,
flame｜불꽃,낱말,
flash｜섬광,낱말,
flask｜플라스크,낱말,
flock｜무리,낱말,
flood｜홍수,낱말,
floor｜바닥,낱말,
flour｜밀가루,낱말,
fluid｜유체,낱말,
flute｜플루트,낱말,
focus｜집중하다,낱말,
force｜힘,낱말,
forge｜위조하다,낱말,
forth｜앞으로,낱말,
forum｜포럼,낱말,
found｜발견했다,낱말,
frame｜액자,낱말,
fraud｜사기,낱말,
fresh｜신선한,낱말,
front｜앞면,낱말,
frost｜서리,낱말,
froze｜얼었다,낱말,
fruit｜과일,낱말,
funny｜웃긴,낱말,
fury｜분노,낱말,
gauze｜거즈,낱말,
ghost｜유령,낱말,
giant｜거인,낱말,
given｜주어진,낱말,
gland｜샘(신체),낱말,
glare｜번뜩이다,낱말,
glass｜유리,낱말,
gloom｜어둠,낱말,
glove｜장갑,낱말,
going｜가는것,낱말,
grace｜은혜,낱말,
grade｜성적,낱말,
grain｜곡식,낱말,
grand｜웅장한,낱말,
grant｜허가하다,낱말,
grape｜포도,낱말,
grasp｜파악하다,낱말,
grass｜풀,낱말,
grave｜무덤,낱말,
graze｜풀뜯다,낱말,
great｜훌륭한,낱말,
greed｜탐욕,낱말,
green｜초록,낱말,
greet｜인사하다,낱말,
grief｜슬픔,낱말,
grind｜갈다,낱말,
groan｜신음하다,낱말,
groom｜신랑,낱말,
gross｜역겨운,낱말,
group｜그룹,낱말,
grove｜숲,낱말,
grown｜자란,낱말,
gruel｜죽,낱말,
gruff｜퉁명스러운,낱말,
guard｜경비원,낱말,
guess｜추측하다,낱말,
guest｜손님,낱말,
guide｜안내하다,낱말,
guilt｜죄책감,낱말,
guise｜모양,낱말,
guitar｜기타,낱말,
gusty｜바람많은,낱말,
habit｜습관,낱말,
happy｜행복한,낱말,
harsh｜가혹한,낱말,
haste｜서두름,낱말,
haunt｜귀신나오다,낱말,
haven｜안식처,낱말,
heart｜심장,낱말,
heavy｜무거운,낱말,
hedge｜울타리,낱말,
heist｜강도,낱말,
herbs｜허브들,낱말,
hinge｜경첩,낱말,
hippo｜하마,낱말,
honor｜명예,낱말,
horse｜말,낱말,
hotel｜호텔,낱말,
house｜집,낱말,
human｜인간,낱말,
humid｜습한,낱말,
humor｜유머,낱말,
hurry｜서두르다,낱말,
hyper｜과도한,낱말,
ideal｜이상적인,낱말,
image｜이미지,낱말,
imply｜암시하다,낱말,
inbox｜받은편지함,낱말,
index｜색인,낱말,
indie｜인디,낱말,
inner｜내부의,낱말,
input｜입력,낱말,
inter｜묻다,낱말,
intro｜소개,낱말,
issue｜문제,낱말,
ivory｜상아,낱말,
japan｜일본,낱말,
joint｜관절/공동의,낱말,
joker｜조커,낱말,
joust｜마상창시합,낱말,
judge｜판사,낱말,
juice｜주스,낱말,
jumpy｜초조한,낱말,
juror｜배심원,낱말,
kebab｜케밥,낱말,
knack｜요령,낱말,
kneel｜무릎꿇다,낱말,
knife｜칼,낱말,
knock｜두드리다,낱말,
known｜알려진,낱말,
label｜라벨,낱말,
large｜큰,낱말,
laser｜레이저,낱말,
later｜나중에,낱말,
laugh｜웃다,낱말,
layer｜층,낱말,
learn｜배우다,낱말,
lease｜임대,낱말,
leave｜떠나다,낱말,
ledge｜선반,낱말,
legal｜법적인,낱말,
lemon｜레몬,낱말,
level｜수준,낱말,
light｜빛,낱말,
limit｜한계,낱말,
linen｜리넨,낱말,
liner｜여객선,낱말,
liver｜간,낱말,
local｜지역의,낱말,
lodge｜오두막,낱말,
logic｜논리,낱말,
loose｜느슨한,낱말,
lover｜연인,낱말,
lower｜낮추다,낱말,
loyal｜충성스러운,낱말,
lucky｜운좋은,낱말,
lunch｜점심,낱말,
lying｜거짓말하는,낱말,
magic｜마법,낱말,
major｜주요한,낱말,
maker｜제조자,낱말,
manor｜저택,낱말,
maple｜단풍나무,낱말,
march｜행진하다,낱말,
match｜경기,낱말,
mayor｜시장,낱말,
media｜미디어,낱말,
mercy｜자비,낱말,
merge｜합병하다,낱말,
merit｜장점,낱말,
metal｜금속,낱말,
minor｜사소한,낱말,
minus｜마이너스,낱말,
mirth｜즐거움,낱말,
mixed｜혼합된,낱말,
model｜모델,낱말,
money｜돈,낱말,
month｜달,낱말,
moral｜도덕적인,낱말,
motor｜모터,낱말,
motto｜좌우명,낱말,
mount｜오르다,낱말,
mourn｜슬퍼하다,낱말,
mouse｜쥐,낱말,
mouth｜입,낱말,
movie｜영화,낱말,
muddy｜진흙투성이,낱말,
music｜음악,낱말,
naive｜순진한,낱말,
nasty｜불쾌한,낱말,
nerve｜신경,낱말,
never｜결코,낱말,
night｜밤,낱말,
ninja｜닌자,낱말,
noise｜소음,낱말,
north｜북쪽,낱말,
noted｜유명한,낱말,
novel｜소설,낱말,
nurse｜간호사,낱말,
nylon｜나일론,낱말,
occur｜발생하다,낱말,
offer｜제공하다,낱말,
often｜자주,낱말,
olive｜올리브,낱말,
onion｜양파,낱말,
onset｜시작,낱말,
opera｜오페라,낱말,
orbit｜궤도,낱말,
order｜주문하다,낱말,
other｜다른,낱말,
ought｜해야하다,낱말,
outer｜외부의,낱말,
oven｜오븐,낱말,
owner｜주인,낱말,
ozone｜오존,낱말,
paint｜그리다,낱말,
panic｜공황,낱말,
paper｜종이,낱말,
party｜파티,낱말,
pasta｜파스타,낱말,
patch｜패치,낱말,
pause｜일시정지,낱말,
peace｜평화,낱말,
peach｜복숭아,낱말,
pearl｜진주,낱말,
pedal｜페달,낱말,
penny｜페니,낱말,
phase｜단계,낱말,
phone｜전화,낱말,
photo｜사진,낱말,
piano｜피아노,낱말,
piece｜조각,낱말,
pilot｜조종사,낱말,
pinch｜꼬집다,낱말,
pixel｜픽셀,낱말,
pizza｜피자,낱말,
place｜장소,낱말,
plain｜평범한,낱말,
plane｜비행기,낱말,
plant｜식물,낱말,
plate｜접시,낱말,
plaza｜광장,낱말,
plead｜간청하다,낱말,
pluck｜뽑다,낱말,
plumb｜수직의,낱말,
plume｜깃털,낱말,
plunge｜뛰어들다,낱말,
point｜점,낱말,
polar｜극지의,낱말,
posed｜포즈취한,낱말,
pound｜파운드,낱말,
power｜힘,낱말,
press｜누르다,낱말,
price｜가격,낱말,
pride｜자부심,낱말,
prime｜최고의,낱말,
print｜인쇄하다,낱말,
prior｜이전의,낱말,
prize｜상,낱말,
probe｜탐색하다,낱말,
prone｜경향이있는,낱말,
proof｜증거,낱말,
prose｜산문,낱말,
proud｜자랑스러운,낱말,
prove｜증명하다,낱말,
psalm｜시편,낱말,
pulse｜맥박,낱말,
punch｜주먹으로치다,낱말,
pupil｜학생/동공,낱말,
purse｜지갑,낱말,
queen｜여왕,낱말,
query｜질문,낱말,
quest｜탐구,낱말,
queue｜줄서다,낱말,
quick｜빠른,낱말,
quiet｜조용한,낱말,
quota｜할당량,낱말,
quote｜인용하다,낱말,
radar｜레이더,낱말,
radio｜라디오,낱말,
raise｜올리다,낱말,
rally｜집회,낱말,
ranch｜목장,낱말,
range｜범위,낱말,
rapid｜빠른,낱말,
ratio｜비율,낱말,
reach｜도달하다,낱말,
ready｜준비된,낱말,
realm｜영역,낱말,
